text	emotion
경기가 어려워지면서 매월 소득이 줄어들어 큰일이야.	불안
아내가 부탁한 일을 잘 처리하지 못해 아내를 실망하게 했어. 나는 왜 이렇게 부족한 사람일까?	분노
결혼한다면 누구보다 잘살 줄 알았어. 근데 집안일만 떠맡고 살아서 너무 싫어.	상처
파크가 당신과 연락을 취해 본 적이 있습니까?	중립
FERC는 13 일 D.C.에서 BIZ 회의를 가지고 있음을 깨달았으며, 이로 인해 12 일 샌디에고에서 회의가 다소 어렵습니다.	중립
골드 마스터는 어제 하늘에서 온 작은 선물처럼 애플에서 도착했으며, 우리는 당신에게 출시 가능한 iOS7 호환 버전의 Aviary iOS SDK를 제공하게되어 기쁩니다.	중립
결정을 내리기 전에 이것에 대해 오랫동안 열심히 논의합시다.	중립
이메일을 통해 원하는 쿠폰에 대한 매일 업데이트를 보내기를 기다릴 수 없으므로 다음 링크를 클릭하여 구독을 즉시 활성화하십시오.	중립
요즘 기분이 너무 오락가락한데 나도 이런 내 기분이 혼란스러워.	불안
Haas 주소에 응답 했습니까?	중립
모델이 되고 싶어서 죽어라 노력해서 꿈을 이뤘는데 요즘 너무 후회돼.	당황
회원 페이지를 방문하고 설문 조사를 완료하여 보상을 받으려면 언제든지 아래 링크를 사용하십시오.	중립
다른 사람들이 못마땅해 할 것 같아서 하고 싶은 걸 못하겠어.	당황
- 하루에 30 분 이상 일할 수 있어야합니다.	중립
나는 신체에 장애가 있어. 그것 때문인지 항상 나 자신을 비하하게 되어서 슬퍼.	슬픔
요새 일 때문에 너무 피곤해서 집 청소를 하겠다는 아내와의 약속을 못 지켰어.	불안
텔레비전에서 전염병 증상이랑 아내의 호흡기 질환이 비슷해서 놀랐어.	불안
나를 무시하는 부하 직원 때문에 화를 참을 수가 없어.	분노
얼마 전에 도둑이 우리 집을 다 털어갔어.	슬픔
나는 예전부터 세계 여행이 내 꿈이었어. 만성 질환이 치료만 된다면 내 꿈을 이룰 거야.	기쁨
사진을 찍는 것만 큼 쉽게 사진을 공유하려면 $ 링크에서 앱 중 하나를 다운로드하십시오.	중립
나는 지금 점심을 먹으려 고하겠다. 그래서 당신이 나를 필요로한다면 휴대 전화로 전화하십시오.	중립
토요일에 만나기를 기대합니다.	중립
항상 나보다 예쁜 동생을 보고 있으니 나도 모르게 신경이 쓰여.	당황
대학교 동기랑 같은 회사에 이력서 제출했는데 내 스펙이 더 좋은데 나한텐 연락이 안 오고 동기한테는 왔어.	상처
친족 중 한 사람이 갑자기 사고로 죽음을 당했어. 지금 너무 괴롭고 슬퍼.	분노
Jacqueline Garlick과 Johnny B. Truant와의 에피소드 #8과 함께 에피소드 #7이 이제 라이브입니다!	중립
감사합니다. Bill- 다른 이메일을 참조하십시오.	중립
우리는 과제에 대한 유용한 토론을했지만 얼마나 많은 진전이 이루어 졌는지 잘 모르겠습니다.	중립
이 문제는 Linnton 제조 가스 플랜트 섹션에서 다룰 것입니다.	중립
친구들은 다 취업에 성공했는데 나만 못한 것 같아.	불안
성적이 너무 안 나와서 걱정이야.	상처
이제 오십 대 접어드니까 아픈 곳이 생길까 봐 무서워.	불안
"""Arco North Coles Levee Plant 8, Rogas Loading Facility 및 관련 천연 가스 파이프 라인 시스템 Kern County Kern County의 기준 환경 조사""라는 문서를 Reveiwing 후 ""캘리포니아 주 콜로스 공장 로딩 랙 지역 Tupman, California North Asessment 샘플링 보고서""."", 위에서 언급 한 보고서에서 식별 된 오염의 수평 및 수직 범위를 악화시키기 위해 다음과 같은 영역을 추가로 조사해야합니다."	중립
Cynet은 지난 저녁에 Central Texas를 강타한 심각한 폭풍으로 인해 인바운드 팩스 -2-이 메일 서비스의 할당 된 전화 번호가 임시 서비스 중단을 겪고 있습니다.	중립
친구와 가던 중에 곤란한 일이 생겼어. 너무 당황스러웠어.	당황
유명한 Mobiprize를이기도록 도와 주시겠습니까?	중립
우리는 당신의 집이나 광산에서 그리고 몇시에 만날 것인가?	중립
진행하던 일에 내가 성과를 냈는데 사장이 다른 팀원만 칭찬하네.	분노
나는 당신과 크리스틴 이이 보고서의 사본을 얻지 못했다는 사실에 특히 놀라지 않습니다.	중립
문서를 캘거리의 사무실로 보내 주시겠습니까?	중립
그들은 전화로 내 방을 예약하는 데 도움이되었습니다.	중립
이것을 적절한 사람에게 전달하십시오.	중립
나 자식들한테 정말 미안하네.	당황
내 짝은 집이 부자라서 그런지 비싼 과외를 받는 덕분에 항상 반에서 일등을 해.	상처
당신을 만나기를 기대합니다.	중립
이 cliqz 그룹을 당신과 공유하고 싶습니다 : @kmlemanski	중립
형사 사법 추구에 대해 생각한 적이 있다면 지금은 행동하기에 좋은시기입니다.	중립
오늘 학교에서 사고 친 게 엄마한테 알려졌는데 집에 가니까 엄마가 내가 밉대.	슬픔
버는 돈보다 치료비가 더 나가서 너무 좌절감이 느껴져.	분노
당신의 생각을 알려 주시면 랜디 오에게 보내 드리겠습니다.	중립
그렇게한다면 서둘러야합니다.	중립
병원에 갔더니 내가 당뇨에 걸렸다고 해. 그동안의 시간이 너무 억울하고 슬퍼.	슬픔
나는 내 인생에 목표가 없어. 나는 계속 이렇게 숨만 쉬며 살아가기만 할 거야.	상처
그러나 나는 내가 돌아 오는 데이트를 할 수있는 것에 대해 나가고 싶다.	중립
진정으로 경쟁력있는 소매 전기 시장 = 01*입법 차량 CLE : SB27X 샌디에고의 가격 변동성으로부터 보호받은 유일한 고객입니다.	중립
요즘은 퇴근길에 하늘에 달이 뜬 것을 자주 보게 되는데 볼 때마다 마음이 편해서 좋아.	기쁨
내가 친구들한테 맞고 쓰러져서 울고 있는 데도 아무도 나한테 괜찮냐고 묻는 사람이 없었어. 정말 비참해.	상처
출산 예정일이 벌써 일주일이나 지났어. 아기에게 무슨 일이 생긴 건 아닐까 너무 초조하고 걱정돼.	불안
작년에 먼저 떠난 남편을 생각하면 아직도 기분이 안 좋아.	당황
얼마 전에 건강 검진 결과가 안 좋았던 친구가 계속 술을 마셔.	불안
그녀는 또한 외부 변호인과 유틸리티를 논의하고 있으며 우리는 거래를 위해 더 많이 열 수있을 것입니다.	중립
어제 갑자기 김 씨가 죽었대서 충격이 큰데 장례식에 부조도 얼마 하질 못해서 마음이 좋지 않아.	상처
두 사람은이 정보를 네덜란드에게 받으시겠습니까?	중립
열심히 운동한 덕분에 체중이 줄었어.	기쁨
나는 Dynegy에가는 직원 그룹에 대해 모호한 기억을 가지고 있으며, Enron 정보의 부적절한 사용을 금지하기 위해 요구 서한을 보내야했습니다.	중립
언제든지 귀하 또는 귀하의 동료가 사용할 수 있습니다.	중립
이 회사들이 제공하는 수익과 가치는 주로 새로운 생산시기와 자산 기반을 기반으로하며 거래에서 거의 (상대적으로) 거의 깨달을 것입니다.	중립
이 나이에 건강을 생각해서 이십 년 동안 매일 운동하며 살았는데 갑상선암이라네. 배신당한 기분이야.	상처
Mark Greenberg가 내일 들어가기까지 기다려야합니다.	중립
나는 Isda에게 전화를 걸어 Isda가 원하는 일에 대해 읽으려고 노력할 것입니다.	중립
자식 둘이서 서로 우리를 모시지 않겠다고 싸워 속상해.	분노
나는 당신이 두 가지 요점을 이해하기를 원하기 때문에 당신과 직접 당신과 간단히 논의하기를 바랐습니다. (1)이 역할은 ENA의 요구에 매우 강력한 초점을 맞추지 못하게하지 않을 것입니다.	중립
9 월에 Pan Energy의 스프레드 시트 사본을 보내 주시겠습니까?	중립
우울증이 심해서 병원에 입원해야 될 것 같은데 가족한테 어떻게 말해야 좋을지 모르겠어.	당황
긴 가슴 음성 메일에 대해 죄송합니다.	중립
친구한테 큰돈을 빌려줬는데 돌려받지 못했어. 이제 아무도 믿을 수 없어.	상처
우리 가족은 아직 사춘기인 나를 존중한다고 생각해.	기쁨
얼마 전 건강검진을 받은 아내에게서 종양이 발견됐어. 아내도 나도 하늘이 무너지는 것 같았어.	기쁨
오늘 직장에서 겪었던 일 때문에 너무 초조해.	불안
당신은 #proudtolove는 무엇입니까?	중립
경품 행사에 참가하면 출품작이 다른 모든 출품작과 동일한 기회가 있습니다.	중립
글쎄, 나는 어제 밤에 사무실을 떠나기 전에 이것을 당신에게 얻지 못했습니다.	중립
Twadna, 인쇄 한 다음 Ecogas (실사 파일이 아님)를 제출 하시겠습니까?	중립
궁금한 점이 있으면 hello@rocketr.com으로부터 듣고 싶습니다.	중립
요즘 운동하기도 힘들어.	분노
이 현재의 곤경에 대한 해결책을 찾기를 기대합니다.	중립
당신이 문제가 있었다면 우리는 여기에 있습니다.귀하는 당사 (866) 757-7752로 전화하거나 support@imore.com으로 편지를 보내주십시오.	중립
죄송합니다. 때로는 Dwarven이 나에게 더 나아질 수 있지만, 저는 올해 모든 사람들이 우리와 함께하기를 정말로 정말로 원합니다.	중립
지방 공기업으로 취업을 하니까 친구가 없어서 외로워.	당황
딸이랑 이야기를 했는데 이제 엄마랑 이혼해도 괜찮대. 자기는 다 컸다고.	슬픔
당신이 외출 중이라고 말하면 흥미로운 점이 있습니다. 멋진 가게 나 아파트를 임대하고 싶은 아파트.	중립
몸이 건강해서 가족들과 언제든 여행을 갈 수 있어.	기쁨
Westinghouse 보증 문제에 대해 논의하기 위해 캐릭터 캐스트와의 회의가 있습니다.	중립
어머니와 딸을 함께 돌보기 위해선 시간과 돈이 부족해. 무능력한 내가 증오스러워.	분노
아들의 대학교 등록금이 적금을 깨야 할 수 있어. 이런 상황으로 생계를 이어갈 수 있을까.	상처
나는 당신의 음성 메일 메시지를 받았으며 Todd의 시간에 대한 당신의 우려를 이해합니다.	중립
PG & E Topock 곡선이 앞으로 SoCal이 평평한 지 확인하십시오.	중립
카드 하나 내기도 이렇게 힘들어서야. 정말 모든 것이 불안해	불안
때때로 점심을 먹자.	중립
정규 금요일 저녁 이메일 채팅 시간입니다!	중립
돌아오실 시간이 지났는데 부모님이랑 연락이 안 돼.	분노
요즘 나이가 들어서 그런지 통 기력이 없어.	상처
몸살감기라 몸이 너무 아파. 그런데 부모님은 내게 관심이 없어서 너무 슬퍼.	슬픔
지난 밤 뉴스에서 그들이 당신이 나에게 말하고있는 그 피라미드 계획에 참여한 44 명을 체포했다는 것을 알았습니까?	중립
Ben은 당신, Marissa와 Carolyn이 내일 1130 년에 점심을 먹을 수 있는지 알고 싶어합니다.	중립
당신이 어떻게 생각하는지 알려주세요 ... 일요일에 장기적으로 갈 수도 있습니다.	중립
나는 당신이 리허설을 위해 마을에 있지 않을 것이라는 것을 알고 있습니다. 그래서 우리는 결혼식 전에 당신을 뵙기를 기대합니다.	중립
오래 만난 남자친구가 헤어지자고 통보했어.	분노
의사가 살을 빼라는데 이 나이에 다이어트를 해서 뭐하나? 행복하게 먹고 싶은 거 다 먹어야지.	불안
진행률 막대가 붙어있는 것처럼 보이지만 템포가 여전히 캘린더를 똑똑하게 만들고 있습니다.	중립
iPhone : Priority Matrix에서 작업을 구성하는 데 사용하는 앱을 귀하에게 추천하고 싶습니다.	중립
모든 사람과 어울리고 사회적 지지도 받고 싶네.	당황
"고객은 유틸리티를 ""우회""하려고 시도 할 수 있지만 95 년 12 월 (PUC 최종 정책 결정)과 AB 1890까지 직접 접근하는 것은 법에 위배되므로 노란색 책을 약간 잘못 해석 할 수 있습니다."	중립
Paul Kaufman은 Steve Kean (샌디에고의 의회 현장 청문회에서)과 (샌디에고의 FERC 현장 청문회에서) 몇 주 전에 준 증언을보고 싶다고 언급했습니다.	중립
그러나 두 번째 E : 메일 메시지에서 첨부 파일을 확인하면 첨부 파일을 가져올 수 없습니다.	중립
이제 자식들이 용돈을 달라고 하지 않는 것으로 난 만족해.	상처
@ReadingRecs 일부 책을 추천합니다. 제발 09:14 AM -22 Apr 14	중립
현재 캘리포니아의 에너지 위기로 인해 현재 우리는 Socal과 서부 전역의 지명에 더주의를 기울여 고객에게 제공 한 우수한 지명 서비스를 계속 제공 할 수 있도록해야합니다.	중립
이러한 알림을 비활성화하려면 : $ 링크에서 프로필을 방문하십시오.	중립
구독을 취소하려면 시험 회원이 만료되기 전에 아래 전화 번호로 전화하십시오. 카드가 청구되지 않습니다.	중립
건강과 관련해서 상처가 되는 일이 있어.	상처
건너편 이웃 사람이 어제저녁까지는 건강했는데 오늘 아침에 세상을 떠났다네.	슬픔
"2001 년 10 월 26 일 금요일, M3iworks & SVMG는 SVMG의 새로운 웹 사이트를 자랑스럽게 시작했습니다. SVMG 회원 회사의 ""이동""사이트, 실리콘 밸리를 대표하는 입법자 및 주요 실리콘 밸리 품질에 대한 공공 및 민간 부문 단체-삶의 문제와 고용주와 입법자들이 우리가 직면 한 중요한 도전을 해결하기 위해 무엇을하고 있는지."	중립
5 월 3 일, 우리는 LastPass 내부 네트워크에서 의심스러운 네트워크 활동을 발견했습니다.	중립
우리 아들이 도박으로 빚을 져서 내가 오늘 적금 다 깨서 보냈어. 내 아들이지만 너무 힘들다.	분노
Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000.	중립
오늘 친구가 이것도 모르냐면서 창피를 줬어. 너무 슬퍼.	슬픔
정말 왜 저러나 몰라. 어제는 술을 마시고 고주망태가 돼서는 현관문 앞에서 자는 거 있지? 한심해 죽겠어.	당황
부모님은 대학에 입학하길 희망하시는데 난 입사를 먼저 하고싶어서 말씀을 드려야하는데 너무 부끄러워.	당황
"CPUC는 방해가되지 않고 전력 구매에 대한 ""사후""검토 관행을 중단합니다."	중립
우리는 주가 끝나기 전에 응답 할 수 있어야합니다.	중립
점점 일에 대한 자신감이 떨어져. 앞으로 오래 못할 것 같아서 불안해.	불안
그러나 나는 그녀의 이력서를 합의 및 책 관리로 전달했습니다.	중립
오후 6시 30 분경 리셉션 옆의 Westin Oaks에서 만나자.목요일.	중립
아내랑 힘들게 일하면서 생활을 이어왔는데 어제 갑자기 퇴직을 당했어. 앞으로가 걱정이야.	상처
메모리 제작자 또는 악몽-던지기가 될 수 있지만 시도해 볼 가치가 있습니다.	중립
이메일에 감사드립니다.	중립
나는 편지에 중점을두고 있으므로 간단한 메시지 포인트를 작성하고 나와 Karen에게 이메일을 보내면 매우 도움이 될 것입니다.	중립
큰 사고를 당해서 시력을 잃게 된 우리 자식이 너무 안쓰러워.	슬픔
우리는 일정 구제를 제공하는 사건으로 법률을 추가 할 수 있지만 법의 변경 정의를 넓히고 싶을 수도 있습니다.	중립
내가 신체장애가 있다는 이유만으로 취업하기가 너무 힘들어. 왜 나는 장애인일까?	분노
우리 아빠가 술을 마시면 엄마를 때리고 나한테는 술을 따르라고 해. 무섭고 너무 싫어.	분노
내일까지 아무것도 없다면 알려주세요.	중립
아들을 위해 건강에 좋다는 음식은 다 먹였는데 아들이 암에 걸렸어. 너무 억울하고 속상해.	상처
친하다고 생각한 친구가 있었는데 뒤에서 내 욕한 걸 들었어. 역시 난 안 되나 봐.	상처
내 이력서가 첨부되어 있습니다.	중립
동봉 된 사람이 귀하의 승인을받는 경우, 계약을 체결하고 팩스 번호를 통해 사본을 반환하십시오.	중립
이 발신자로부터 추가 메시지를받지 않으려면 다음 링크를 클릭하여 요청을 제출하십시오 $ 링크	중립
Zapier는 웹 서비스가 지원하지 않는 모든 성가신 작업을 제거하는 데 도움이됩니다.	중립
Raditaz의 Tracy Chapman의 노래를 듣는 것을 좋아할 것이라고 생각했습니다.	중립
"당신과 나 사이에, 나는이 메모가 지난 몇 개월 동안 우리가 ""그룹 그로프""의 일환으로 우리가 직면하고 논의한 몇 가지 도전에 도달했다고 생각합니다."	중립
또한 Phillippe Bibi와 함께 귀하와 저를위한 회의를 설정하여 계획을 구현하기위한 도움을받는 것에 대해 논의하십시오.	중립
이 이벤트에 등록하려면 메시지 본문의 이름, 제목, 회사, 주소 및 전화 번호를 포함 하여이 이메일에 회신하십시오.	중립
나이를 먹어서 그런지 요새 깜빡깜빡하네.	상처
동기는 명절에 어머님 선물을 드린다던데 나는 되려 용돈을 받았어.	슬픔
축하해 줘. 나 정말 가고 싶었던 회사에 드디어 합격했어.	기쁨
나는 임원활동을 열심히 해서 학과에서 점점 인정받고 있어.	기쁨
이는 개별 또는 실체가 다루는 개인을위한 것입니다.	중립
배달을 보려면 주소록에 bookit@bookitmail.com을 추가하십시오.	중립
생각보다 종양이 심각하지 않아서 간단한 수술로 해결되었어. 너무 기뻐.	기쁨
티켓을 제출하기 전에 이미 쿼리를 다루는 기사가있을 수 있으므로 먼저 지식 기반을 확인하십시오.	중립
남편을 떠나보낸 후로 하루하루가 너무 슬프고 일에 집중도 안 돼.	불안
궁금한 점이 있거나 도구 구현에 도움이 필요한 경우 고객 지원으로 저희에게 연락하십시오.	중립
죽음은 그 누구도 막을 수 없지. 그 생각만 하면 조물주가 원망스러워.	불안
요즘 너무 힘들어.	불안
친구를 만날 때마다 친구의 주름 없는 피부만 눈에 보여서 솔직히 질투가 나.	상처
직장 상사가 내 아이디어를 자기 것처럼 제출했어!	상처
내가 다리를 다쳤다고 친구들이 날 그냥 버리고 운동장으로 가서 외로웠어.	당황
나는 의대에 입학하고 싶은데 등록금이 비싸다고 해서 고민이야. 우리집은 그런 형편이 안되거든.	상처
남편은 내가 무슨 얘길하면 무조건 화부터 내서 대화하기가 겁나.	분노
회사가 자꾸 월급을 늦게 줘서 화가 나.	분노
재능있는 사람들을 고용하고 유지하는 능력은 계획 수익 목표의 과도한 성취에 시급한 느낌을 줄 수있는 능력을 입증했습니다.	중립
Ehrenberg는 다양한 목표로 인해 시장 가격에 매료됩니다.	중립
수정 된 버전 : Caracas 프로그램 - 2001 년 6 월 12 일 화요일 패널 : 베네수엘라 등록 및 아침 식사를위한 경제, 재무 및 정치 전망 : 7:30-8:00 A.M.	중립
어릴 때부터 줄담배를 피워 늙어 병을 얻으니 누구를 원망하겠나 친구들도 주위 모두도 소원해지고 남은 건 외로움뿐이야.	분노
2) 추수 감사절에, 우리는 살아있는 고객이 된 것에 대해 당신에게 감사의 말을 전하고 싶습니다.	중립
(855) 962-3621로 전화 하거나이 이메일에 회신하십시오.	중립
당신은 여기에 * $ 25가 Panelbuck에서 Jude *를 기다리는 것에 대한 월급을 받았으며 주소를 모릅니다. 프로필을 완성 할 수 있습니까?	중립
매 3 박 무료 여행 8 월 24 일 -2 월 22 일!	중립
XT에서 질문을받을 수 있습니다.37560.	중립
다음 거래에 대해 토론하기 위해 월요일 오전 1100시는 어떻습니까?	중립
Roger Diruggiero, MD를 추천 하시겠습니까?피드백을 남기려면 아래 링크 중 하나를 클릭하십시오.	중립
질문이 있으면 주저하지 말고 다시 한 번 모든 지원에 감사드립니다!	중립
나는 왜 이리 못나디 못난 걸까?	분노
아내 몰래 집 담보 대출을 받아서 사업을 벌였다가 망해서 다 잃어버렸더니 아내와 이혼을 하게 됐어.	슬픔
마지막 회의 분에서 NN 및 TW 운영 보고서를 보내주십시오.	중립
Equinox에서 05/20에 가입 날짜가 있고 배에 가입하기 위해 지난 05/20에 나타나지 않았다는 정보를 알려주십시오. 유효한 이유는 무엇인지 조언하십시오.	중립
옆집 할머니가 경제적으로 어려울 때면 언제든지 도움을 청하라고 했어. 그래서 편해.	기쁨
세상 살기가 힘드네.	슬픔
나는 사본을 만들고 제출 한 것들의 확인 목록이 없었지만 Co.272에 들어갔다는 것을 확실히 알고 있습니다.	중립
아빠가 술을 드시면 항상 나한테 막말을 퍼부어. 방금 또 술 드시러 나가셨는데 너무 걱정돼.	상처
금요일에 몇시에 도착 하시나요?	중립
우리는 당신과 연락하고 싶습니다.	중립
Kris가 기분이 나아지도록 할 수있는 일을 더 잘 모릅니다.우리가 그것을 남겨 둘 것 같아요.	중립
가입 중에 문제가 있으면 이메일을 보내주십시오.	중립
내가 믿었던 친구가 돈을 빌리고 잠적해서 힘들어.	상처
"""The Mix""에서 이것을 얻는 것에 대한 긴급함은 어제만큼 높지는 않지만, 우리는 여전히 어느 시점에서 그것을 소개해야합니다."	중립
회의에 참석하는 것이 합리적입니까?	중립
그건 그렇고, Redmond는 토론에 따라 Pan Nat 중재에 대한 책임을집니다.	중립
방금 캘리포니아의 주요 소규모 소비자 그룹 인 Turn은 PUC에 편지를 보내 목요일에 문제를 해결하기위한 적법 절차 위반이 될 것이라는 편지를 보낼 것임을 알게되었습니다.	중립
부인의 건강이 악화되어서 내가 돌봐야 하는데 나도 몸이 건강하지 않아서 힘들어.	슬픔
전 남자친구가 또 집으로 찾아왔어. 정말 불편해.	불안
은퇴를 하면 내가 번 돈은 오로지 나를 위해 쓸 생각이야.	기쁨
직장 생활에 드디어 적응한 것 같아.	기쁨
결혼하고 처음으로 가족과 떨어져서 친구들과 일박 이 일로 여행 다녀올 거야.	기쁨
교통사고가 나서 몸을 움직일 수가 없어서 생활비 문제 때문에 안절부절못하게 되네.	불안
부모님이 항상 친구분들 자식들이 공사에 들어갔다더라 대기업에 들어갔다더라 하면서 무언의 압박을 해.	상처
세금의 늦은 지불에 대한이자와 벌금이 부과 될 수 있지만, 늦게까지 벌금이 부과되는 경우에는 한 달에 5 % 가파른 (최대 25 %까지) 운영됩니다.	중립
영어를 처음에는 이해하기 어려웠는데 점점 열심히 하다 보니 성적이 계속 올라서 자신감이 생긴 거 같아.	기쁨
심한 우울증을 앓고 있어서 집 밖에 못 나가는데 부모님께 너무 죄책감이 들어.	당황
Garden State Matters에서 문서의 서명을 어떻게 처리 하시겠습니까?	중립
가족들 생계 부양에 대한 부담이 커지니까 일에 집중하기가 어려워.	불안
내가 첫째인데 가족중에 대졸자가 없어서 정보를 받을 곳이 없네.	당황
1.55 달러에 프리미엄으로 업그레이드하고 오늘 새로운 로맨스를 시작하십시오.	중립
오래 알고 지내니까 설렘은 줄었지만 대신 편안해서 좋아.	기쁨
우리 회사는 여직원이 임신을 하면 퇴사해야 해. 나도 오래 다닐 수 없을 것 같아.	불안
야근을 해도 일이 끝날 기미가 보이지 않아서 막막하고 눈물 나.	슬픔
얘들 아, 참고 - 벤, 당신은 우리의 관심이나 부족한 사람이 적용 할 수있는이 사람과 후속 조치를 취할 수 있습니다.	중립
숫자로가는 것이 더 경쟁력있는 것처럼 보이는지에 대한 일반적인 논의가있었습니다.	중립
내일 회의를 세우기 위해 전화를 드리겠습니다.	중립
아마 그들에게 그것을 보내야 할 것입니다.	중립
그가 여기있는 동안 함께 모이 겠다는 제안에 당신을 데려 갈 것입니다.	중립
나이가 너무 들어서 얼마 전에 일을 그만뒀어. 하지만 모아놓은 돈이 없어서 너무 걱정돼.	상처
요즘 직장 상사 때문에 괴로워.	상처
인생무상이야. 어제까지 멀쩡하던 선배가 죽었대. 그 선배를 생각하면 눈물만 나네.	슬픔
오늘 회사를 일찍 나왔어.	상처
다음 주에 몇 가지 아이디어로 나에게 다시 돌아올 수 있습니까?	중립
질병에 걸려도 금전적으로 여유가 있으니 정말 편안하다.	기쁨
나는 왜 항상 남자친구가 나를 떠나버릴까 봐 안달이 나 있을까?	분노
전기세 수도세가 땅 파서 나오는 것도 아닌데 왜 그렇게 아끼지 않는지 모르겠어.	분노
내가 목록에 마지막으로 추가하기 위해 돌아 왔을 때, 시스템은 이미 닫혔습니다. Paul은 첫 번째 라운드를 승인했습니다.	중립
앞으로 Facebook 에서이 이메일을 받고 싶지 않거나 친구 제안에 이메일 주소를 사용하고 싶다면 아래 링크를 따라 구독 취소하십시오.	중립
휴대폰을 너무 많이 해서 줄이고 싶은데 마음대로 할 수 없어서 어려움을 겪고 있어.	불안
형이랑 불장난을 하는데 경찰이 부르자 형은 나를 버리고 도망쳤어. 너무 어이없었어.	상처
나는 뼈가 부러지지 않았고 허리 디스크가있는 것처럼 보이지 않습니다.	중립
온라인으로 보려면 여기로 이동하십시오.	중립
우리는 당신이 그것을 시도한 최초의 사람 중 하나라고 초대하고 싶습니다. 그래서 우리는 당신에게 iCloud 베타의 IWORT에 일찍 액세스 할 수 있도록합니다.	중립
하지만 오늘은 열린 마음을 유지하고 싶습니다.	중립
얼마 전에 새로운 직장으로 이직을 했는데 업무 스트레스로 힘들어.	슬픔
조별 과제에서 내가 한 건 아무것도 없는데 점수를 잘 받았어. 조원들에게 미안해.	당황
첨부, 내 이력서를 찾아서 추가 자료를 제공 할 수 있는지 알려주십시오.	중립
이혼을 해야 할 상황이 생겼는데 실천으로 옮기기 어려워서 이혼에 대해 불만스러워.	불안
학교에서 맞고 다니는 걸 부모님이 아셔서 걱정하시고 고생도 하셔. 부모님께 너무 미안해.	당황
회사 다니면서 자꾸 변명하는 습관이 생겼어.	당황
남편과 함께 병원에 가기로 했는데 결국 나 혼자 가게 되어서 당황스러워.	당황
다음 웹 세미나에서 자세히 알아보십시오 : 6 월 20 일 목요일 기업 소셜 데이터 소스에서 통찰력을 추출하십시오.	중립
방금 Dave의 이메일에 그를 위해 무언가를 찾고 있었는데 ........ 나는 당신의 이름을 보았고 이것이 그의 캘린더에 넣어야 할 일 이었는지 알았을 것입니다 .....규칙, 나는 누군가가 나에게 인쇄하고 그에게 주라고 요청한 무언가를 찾거나 찾지 않는 한 Dave의 이메일에 들어 가지 않습니다 ..... 그래서 그의 일정에 넣을 무언가가 필요하다면 저를 복사하십시오.그것에 또는 기회는 그것에 대해 알거나 알지 못할 수도 있습니다 ...	중립
노후 대비가 잘한 친구들처럼 나도 말년에 여행이다 다니면서 살면 좋겠다. 걱정이야 나는.	불안
요즘 직장 일도 순조롭고 모든 것이 다 잘 풀리는 기분이야. 편안해.	기쁨
점심을 위해 슬롯이 언제 열릴 지 물어 보는 것이 거의 두렵습니다 ... 어떤 아이디어가 있습니까?	중립
여러분, Swank는 나와 함께 동력의 미드 마켓 그룹에 합류하여 차이를 만들겠다고 약속했습니다.	중립
오늘 친구들과 이야기를 하는데 공감하지 못해서 슬펐어.	슬픔
그러나 Rory (그런데이 혼란에 대한 책임이있는 사람)는 이제 그가 29 일에 크리스마스 메이크업을하고 싶다고 결정했습니다.트윈 크리스마스와 새해-당신과 Eldon은 우리와 함께 스페이드로 꽁초를 걷어차도록 할 것입니다).	중립
3 일 이상 머무르고 $ 30를 절약하십시오	중립
흡연자의 개인적 권리에 대해 어디에 서 있습니까?	중립
치매 걸린 남편을 오 년 넘게 챙기다 보니 이제는 지치고 화가 나.	분노
지금 푹신한 호텔 침대에서 느긋하게 시간을 보내고 있어. 기분 좋다.	기쁨
내가 직접 먹으면서 효과를 봤던 건강식품들을 친구에게 추천했더니 좋다고 난리야.	기쁨
정보에 감사드립니다. 몇 가지 변경이 필요한 몇 가지 변경 사항이 있습니다.	중립
요즘 너무 일하는데 외로워. 새로운 직장으로 옮긴 후 업무가 낯설어 사수가 필요한데 사수가 없어. 혼자 알아서 다 배우고 하려니 힘들고 외로워.	당황
어제 논의한 내용이 필요합니다.	중립
오늘 많이 울었어.	슬픔
이것을 오류로 받았거나 더 이상이 이메일을 web@enerfax.com으로 전달하지 않으려면	중립
죄송합니다. 다른 이메일을 먼저 읽었습니다. 여러분은 저를 아주 잘 덮었습니다.	중립
번거 로움없이 안드로이드 폰이나 태블릿에서 즉시 구매하고 즐기십시오.	중립
치매 방지를 위해 아내와 매일 오목을 두는 시간을 가지고 있어.	분노
나는 오전 6시 30 분 PDT에 휴스턴 비행기를 타기 때문에 솔로를해야합니다.	중립
아프다고 약속을 취소한 친구가 사실 거짓말을 한 거였어. 내가 싫은 건가?	상처
또한 논의중인 정보를 보호 할 수 있도록 논의하는 기밀 정보의 특성을 알아야합니다.	중립
일을 해야 사는데 날 받아주는 데가 없으니 막막함에 눈물이 앞선다. 우울증도 더 심해져 가.	슬픔
예, Mike Day에 도착하겠습니다.	중립
아 직장 동료 때문에 화가 머리끝까지 나.	분노
모든 재단 회원이 더 이상 OU tix를받는 것은 아니므로 티켓을 계속해서 계속받는 것이 운이 좋다고 생각합니다.	중립
이 논의를 위해 만나고 싶다면 저에게 알려 주시면 시간을 설정할 것입니다.	중립
