,text,emotion
1863,"친구들이 당신의 메모를 볼 때, 그들은 당신을 위해기도하고 격려를주기 위해 의견을 제시 할 수 있습니다.",중립
1864,어디로 가고 싶니?,중립
1865,무료 점심과 새로운 파워 골프 셔츠는 어디에 있습니까?,중립
1866,"가족이 모임을 예약하거나 공유하고 싶은 좋아하는 비디오를 찾는 이메일을 읽는 경우 Gmail, Calendar, Search, YouTube 또는 인생에서 쉽게 요구할 수 있는지 확인하고 싶습니다.",중립
1867,"친구의 집이든 인터넷 카페에 있든, 개인 웹 포털을 사용하면 파일을 빠르고 쉽게 볼 수 있습니다.",중립
1868,"가족이 모임을 예약하거나 공유하고 싶은 좋아하는 비디오를 찾는 이메일을 읽는 경우 Gmail, Calendar, Search, YouTube 또는 Life가 무엇이든간에 이동할 수 있는지 확인하고 싶습니다.쉽게.",중립
1869,백악관 관계자는 그러한 주장에 대해 논의하지 않았다고 말했다.,중립
1870,"우리 가이 트렌드를 좋아하는 이유 : 운동화를 위해 예약 할뿐만 아니라, Laced-Up Looks는 여름에서 가을으로 스타일을 전환하는 쉬운 방법입니다.",중립
1871,"영업 및 서비스를위한 회사의 예산 및 영업 계획 (P & L)을 결정하는 데있어 핵심적인 플레이어가 될 것입니다. 판매 및 서비스를 모니터링하고 모든 영업 보고서, P & L 목표를 달성하기위한 전문 서비스 보고서를 제어합니다.",중립
1872,시간 내에 이메일을 보내드립니다.,중립
1873,최근 여행으로 E : Mail에서 며칠 (어쩌면 몇 주)이 뒤처져 있습니다.,중립
1874,많은 사람들이 자신의 이름을 추첨에 넣으면 자신의 항목을 원한다면 서두르고 싶을 수도 있습니다!,중립
1875,"기술이 가득한 전기 배가 고픈 회사가 돌아올 때마다 팝업되고 대형 전력 그리드가 덜 신뢰할 수있게되면서 더 자주 발생하는 정전 및 브라운 아웃으로 인해 분석가는 분산 에너지 서비스를 가능한 솔루션으로 지적하며 ""다음""다가오는 10 년 동안 큰 투자 기회. """,중립
1876,기술이 가득한 전기 배가 고픈 회사가 돌아올 때마다 튀어 나오고 큰 전력망이 덜 신뢰할 수있게되면서 더 자주 발생하는 정전 및 브라운 아웃으로 인해 분석가는 분산 에너지 서비스를 가능한 솔루션으로 지적하고 다음 BIG를 지적합니다.다가오는 10 년을위한 투자 기회.,중립
1877,NBA 드래프트에서 이용할 수있는 충격 플레이어의 수와 몇 안되는 곳과 없음의 경우 올해 선택은 학년의 잠재력과 팀의 요구를 기반으로합니다.,중립
1878,"Manga Studio 5를 통해 예산에 따라 만화, 만화 및 삽화를 만들기 시작할 수 있습니다.",중립
1879,발가락에 겨울이 냉담하면 이제 실내를 유지하고 당신이 만든 특별한 순간 프로젝트에 마무리 터치를 추가하기에 완벽한시기입니다.,중립
1880,이 서버 업그레이드를 통해 내년에 고객에게 훨씬 더 빠르고 빠르며 안정적인 서비스를 제공하기를 희망합니다.,중립
1881,다음 3 일 (M-F) 이내에 주문 번호가 포함 된 다른 이메일을 받게됩니다.,중립
1882,"원래 $ 130 인 Women 's Sanctuary Jacket은 현재 $ 71.99로, 우리가 6 달러로 찾을 수있는 최저 가격입니다.",중립
1883,BookVibe와 같은 제품에서 Parakweet에서 일하면서 다른 사람들을 더 넓은 문학 세계에 연결하면서 글쓰기와 독서에 대한 열정을 활용할 수있는 완벽한 기회로 저를 놀라게합니다.,중립
1884,최악의 시나리오 - 당신은 그가 한 일의 절반을 벌고 처음 4 주 동안 $ 10k를 벌고 있습니다.,중립
1885,Ye Lin Kyaw는 Facebook에서 친구로 Chit Lay를 추가 할 것을 제안합니다.,중립
1886,"예, Mike Day에 도착하겠습니다.",중립
1887,"그렇습니다.하지만 겨울 동안 $ 200,000/mo는 거래를보다 경제적으로 만들기 위해 마케팅 데스크로 제공되는 운송에 대한 HPL 할인과 관련이 있다고 말합니다.",중립
1888,"예, 이전에는 Mike 's Every Mon으로 이전에 미리 메이트를 계속할 수 있습니다.8:30에 (PLS는 내 달력 Emily를 착용).",중립
1889,이 메시지를 잘못된 Dana Davis로 전달하고 있습니다.,중립
1890,다음과 같이 그룹을 다룰 예정입니다.,중립
1891,Volume Management에서 확인하여 포인트 할당에 관한 정보가 있는지 확인할 수도 있습니다.,중립
1892,브로커 시놉시스 및 무료 보고서를 특징으로하는 연구 페이지에 직접 연결할 수 있으며 여기에서 Morgan Stanley 로고를 클릭하여 Morgan Stanley 시험에 등록 할 수도 있습니다 : http://www.multexinvestor.com/article.ASP? docid = 6868 & nd = 0207,중립
1893,이제 친구를 상태 또는 게시물에 태그 할 수 있습니다.,중립
1894,"MOPS에서 ""Always Send""를 선택하여 팝에 올 수 있습니다.",중립
1895,당신은 항상 MOPS로 Nom을 보내려면 팝스로 올 수 있도록 선택할 수 있습니다.,중립
1896,"팝에서 록, 힙합 등으로 좋아하는 장르를 선택하고 팝, 하드 록 또는 이스트 코스트와 같은보다 구체적인 하위 장르를 선택하기 위해 선택을 개선하려면 장르 튜너를 탭할 수 있습니다.",중립
1897,지금부터 15 분 동안 사용할 수 있습니다!,중립
1898,바닥 글 start survey & nbsp; & raquo; 시간 : 3 분 포인트 : 100 밸런스 : 80 & nbsp;Surveyanalytics & nbsp; | & nbsp; 3518 Fremont Ave n #598 & nbsp; | & nbsp; | & nbsp; Seattle & nbsp; | wa & nbsp; | & nbsp; 98103 & nbsp; | & nbsp;,중립
1899,당신은 뒷면에 음성 메일을 두드릴 수 없습니다.,중립
1900,당신은 상황에서 환상적인 일을했고 시간 제약을 주었습니다.,중립
1901,당신은 그것을 함께 잡아 당기는 훌륭한 일을했습니다.,중립
1902,당신은 그 이메일을 미워하지 않았습니까?,중립
1903,다음 주에 생일을 가진 친구 1 명이 있습니다.,중립
1904,복잡하거나 논쟁의 여지가 있거나 민감한 문제에 대해 논의 할 수 있어야합니다.,중립
1905,"당신은 저축하고, 당신이 하나를 볼 때 많은 것을 알고, 이길 수있는 큰 기회를 좋아합니다 ... 이것을 염두에두고, 우리는 당신을 위해 특별한 무언가를 가지고 있습니다!",중립
1906,"양식 9465, ""할부 계약 요청""을 사용하여 완료된 세금 신고서를 제출할 때 할부 계약 요청을합니다.",중립
1907,"양식 9465, 할부 계약 요청을 사용하여 완료된 세금 신고서를 제출할 때 할부 계약 요청을합니다.",중립
1908,마지막 구매 이후 비밀번호를 재설정하면이 이메일을받을 수도 있습니다.,중립
1909,"당신은 당신이 선호하는 출석이 없을 수도 있지만, 나는 가스 협정 대화를 앞으로 옮기는 것에 반대하지 않습니다.",중립
1910,시스템이 수정되기 전에 계속 발송하려면 최소한이 물건에 대한 연락처 이름과 번호를 넣을 수 있습니다.,중립
1911,"이제이 특별 제안을 통해 현재 3,500 명 이상의 고객이 경험하고있는 혜택을 누릴 수 있습니다.",중립
1912,"당신은 화요일에 꽤 좋은 영혼으로 보였지만, 나는 그것이 당신의 첫 번째 티켓을 얻는 것에 대한 큰 축하로 인해 부분적으로 그럴 수 있다고 생각합니다.",중립
1913,눈을 피하고 싶지만 돌릴 수는 없습니다 ...,중립
1914,빠른 메모를하고 싶지만 타이핑하기에는 너무 많습니다.,중립
1915,당신은 그를 좋아할 것이고 그는 몇 주 동안라도 팀에 추가 할 수있는 매우 귀중한 자원이 될 것입니다.,중립
1916,당신은 아마도 결혼식에 초대를받을 것입니다.,중립
1917,주문한 주문 쇼의 모든 품목이 배송 된 경우 추가 선박 확인 전자 메일을 받게됩니다.,중립
1918,Coalition이 개발 한 언어로 제안서는 DWR의 구매 전력을 회수하는 것에 대한 금융 부서의 우려와 소비자와 비즈니스에 에너지 비용을 관리 할 때 최대의 유연성을 부여해야 할 필요성 사이에 합리적인 균형을 이룹니다.,중립
1919,Young_3600@msn.com <Mailto : Young_3600@msn.com> (Young과 3600 사이의 밑줄),중립
1920,당신의 스트레이트 토크 서비스는 내일 06-30-14로 끝납니다.,중립
1921,2013 년 12 월 1 일 태양에 대한 매일 캐치 업,중립
1922,Your free account lets you manage 5 free transactions* in a 30 day window.,중립
1923,무료 계정을 사용하면 서명을 위해 5 개의 무료 문서를 발송할 수 있습니다.,중립
1924,회사가 중요한 자료를 귀하에게 전달하거나 중요한 회사 정보와 관련하여 연락 해야하는 경우 주택 정보가 중요합니다.,중립
1925,귀하의 전화가 음성 메일로 가지 않아서 메시지를 남길 수 없습니다.,중립
1926,당신의 접시는 내 것보다 더 가득 차 있습니다 (나는 오찬에서 먹었고 음식 은유로 생각하고 있습니다.),중립
1927,Zapier는 웹 서비스가 지원하지 않는 모든 성가신 작업을 제거하는 데 도움이됩니다.,중립
1928,그리고 당신은 이익을 창출 할 수 있기를 원합니다,중립
1929,Ebay Inc.는이 이메일을 Hannahfay321@gmail.com으로 보냈다.,중립
1930,iPhone : • 최고의 기술 보증은 이제 모바일 프로필에 있으므로 전문가를 최고로 보여줄 수 있습니다!,중립
1931,"Jude, 귀하는 자동차 보험 견적을 제출했지만 자동차 보험보다 훨씬 더 많은 비용을 절약 할 수 있습니다.",중립
1932,Null은 이제 플레이 할 수 있습니다!,중립
1933,o 상자 또는 캐리어- 애완 동물과 함께 여행하고 플라스틱 캐리어에 투자하려면 애완 동물을 공기를 통해 운송하는 등 다양한 여행 모드에 대해 더 안전합니다.,중립
1934,"Viadeohello, 2012 년 4 월 29 일 일요일, Tonyrull Tonyrull은 네트워크에 가입하라는 초대장을 보냈습니다. Viadeo는 다음과 같이 도와 드리겠습니다. 연락처를 찾아 온라인 평판을 구입하여 구직 또는 모집을 겪고 있습니다.Tonyrullif 더 이상 Viadeo에 가입하려는 초대장을 받고 싶지 않습니다.",중립
1935,이 이메일이 $ 링크를 중단하려는 경우에 소지 할 수 있습니다.,중립
1936,⑴ 총알이나 번호 매기기를 추가 할 텍스트를 선택하십시오.,중립
1937,"• 포틀랜드, ME : 2013 년 1 월 31 일",중립
1938,-다른 사람이 채널 관리를 돕고 싶다면 비밀번호를 공유하지 않고 최대 50 명을 추가 할 수 있습니다.,중립
1939,3. 추가 할 서비스를 선택하십시오.,중립
1940,"또한 어젯밤에 당신의 음성 사서함에 대해 이야기하고 싶습니다. 즉, KL과 함께 여행해야 할 수도 있습니다. 필요한 경우 괜찮습니다.",중립
1941,또한 중요한 대출 정보가 포함 된 이메일을 항상 받으려면 info@info.offerstuff.com을 추가하십시오.,중립
1942,"그리고 내가 할 수있는 다른 일이 있다면, 월요일에 당신의 회의는 주저하지 마십시오.",중립
1943,그리고 개별 트랙에 대한 비용을 지불 할 필요가 없습니다. 원하는 모든 것을들을 수 있습니다.,중립
1944,오늘 Avon에서 일자리를 신청하십시오.,중립
1945,오늘 Joe 's Crab Shack에서 일자리를 신청하십시오.,중립
1946,대화 준비에 유용한 다른 프레젠테이션이 있습니까?,중립
1947,"우리 중 일부에게는 이상하고 익숙하지 않은 근거이기 때문에 1 월 31 일 목요일 Waldorf에서 내 형제 인 Mohamed와 Abdullah, 그리고 나 자신을 대신하여 당신을 초대하는 것이 적절하다고 생각했습니다.오후 7시에서 오후 9시 45 분 사이의 타워는 세션 초기에 조회수를 교환하기 위해 당신을 만나십시오.",중립
1948,"첨부, 내 이력서를 찾아서 추가 자료를 제공 할 수 있는지 알려주십시오.",중립
1949,"Bowen은 전화를했고, 동시에 텍사스의 판사와의 전화를 예약하지 않으면 오전 9시 30 분에 있습니다.",중립
1950,그러나 Rory (그런데이 혼란에 대한 책임이있는 사람)는 이제 그가 29 일에 크리스마스 메이크업을하고 싶다고 결정했습니다.트윈 크리스마스와 새해-당신과 Eldon은 우리와 함께 스페이드로 꽁초를 걷어차도록 할 것입니다).,중립
1951,(713) 853-6895로 전화하여 자세히 설명하십시오.,중립
1952,NASDAQ OTC 보드에서 MSIA를 확인하십시오.,중립
1953,이번 주에 가장 인기있는 트렌드 및 좋아하는 Prezis를 확인하십시오.,중립
1954,"Chris, BP Amoco는 언제 참여 했습니까?",중립
1955,"Dick, 당신은 올바른 일을하고 있습니다 - 앞으로 타이밍 문제가 발생하면 주저하지 말고 직접 전화를 걸어야합니다.",중립
1956,Pam 은이 날짜와 시간이 모든 사람에게 효과가 있다는 것을 알 수 있도록이 e : Mail을 보내기 전에 당신을 위해 실사를 했습니까?,중립
1957,CES 또는 EES의 누구와도 논의하지 마십시오.,중립
1958,어떤 경우에도 자산을 버리지 마십시오.,중립
1959,주저하지 말고 내가 보낸 어려운 교훈을 더 이상 논의하십시오.,중립
1960,지금은 변경하지 마십시오.,중립
1961,오늘 나와 데이터를 공유하려면 Apple App Store에서 다운로드하십시오!,중립
1962,오늘 App Store에서 다운로드하고 좋아하는 판매자로부터 훌륭한 QWIQQ 쿠폰 제안을받을 준비를하십시오!,중립
1963,dupree diamond @dupreediamond2 @ben_wiggin 나는 단지 무언가가 필요하기 때문에 메시지를 얻을 수 있습니다 01:33 am -26 Jun 14,중립
1964,예금을 즉시 받으려면 지금 프로세스를 완료하십시오.,중립
1965,추가 도움을 받으려면 주저하지 말고 $ 링크를 방문하십시오.,중립
1966,"고객 서비스, 질문 또는 피드백은 $ 링크에 문의하십시오.",중립
1967,"특정 날짜, 호텔 및 기타 정보는 412-279-9298로 전화하거나 http://www.pgsenergy.com/schedule.html을 방문하십시오.",중립
1968,지원 요청은 지원 페이지> $ 링크로 이동하여 당사에 문의하십시오.,중립
1969,"George Demontrond, Susan Bandy (Houston 2012 Exec Director)와 나는 휴스턴의 입찰 노력에 대해 당신을 업데이트하고 다가오는 사이트 방문에 대한 잠재적 참여에 대해 논의 할 시간을 15 분 정도 감사합니다.",중립
1970,"Sue가 화요일에 돌아올 것이라는 점을 감안할 때, 당신은 그녀와의 초안을 조정하고 싶을 수도 있습니다.",중립
1971,우리가 논의 할 것들이 있습니다.,중립
1972,"안녕하세요, 잠시 시간을내어 App Store에서 gdocuments를 확인하십시오.",중립
1973,"안녕하세요, 잠시 시간을내어 App Store에서 Ifiles를 확인하십시오. 마음에 드실 것 같아요.",중립
1974,안녕하세요 : 이번 주에 SAC에 갔던 매일 4 달러의 통행료를 추가하십시오.,중립
1975,Holly는 전화를 걸었고 그녀는 시상식 연회 (일부 여성 전문 그룹 등)에서 채울 테이블을 가지고 있으며 당신이 우리와 함께하고 싶은지 알고 싶어합니다.,중립
1976,"5 월 1 일 화요일 또는 5 월 2 일, 저녁 식사는 어떻습니까?",중립
1977,내가 할 수있는 방법으로 도울 수 있으므로 질문이 있으시면 언제든지 전화하십시오 : 978/281-0744.,중립
1978,나는 한 가지 빠른 질문이 있습니다 .... 저의 출처는 Enron이 2 주 이내에 EOL에 메가 와트 시일에 시네르기 한 제품을 배치하기로 동의했음을 나타냅니다.,중립
1979,나는 당신 이이 시점에 매우 바쁘다는 것을 알고 있지만 다음 주에 휴스턴에 올 수 있었고 우리는 만날 시간을 찾을 수 있습니다.,중립
1980,테러리스트 나 $ 세탁물이 아닌지 확인하기 위해 9 월 11 일부터 준수 목적으로 운전 면허증 및 만료 날짜가 필요합니다.,중립
1981,Desk.com 시험이 종료 된 것을 알았으며 다른 가격 옵션을 포함하여 귀하의 의견을 얻고 싶습니다.,중립
1982,둘 다 우리와 함께하는 것이 적절할 수 있다고 생각합니다.,중립
1983,휴스턴 오픈에 대한 4 장의 티켓을 원합니다. 가능하면 3117d 위치 31 층으로 보내주십시오.,중립
1984,우리가 논의 할 수 있도록 최종 문서를 보내 드리겠습니다.,중립
1985,그가 여기있는 동안 함께 모이 겠다는 제안에 당신을 데려 갈 것입니다.,중립
1986,나는 오늘 (어제가 아니었다) 그리고 당신과 기꺼이 논의 할 것입니다.,중립
1987,"언제든지 매주 예측을 받기를 원하지 않으면 여기를 클릭하거나 167 Cherry St. PMB 292, Milford, CT 06460-3400에서 편지를 보내면 이메일을 보내 드리겠습니다.",중립
1988,클릭 할 수없는 경우 주소를 브라우저에 복사하여 붙여 넣으십시오.,중립
1989,문제가 있거나 궁금한 점이 있으면 주저하지 말고 전화하십시오.,중립
1990,위의 웹 주소를 보는 데 어려움이있는 경우 http://www.sendomatic.com/servlets/l?u=mike.carson@enron.com을 방문하여받은 이벤트를 볼 수있는 계정을 작성하십시오.,중립
1991,아래 링크를 클릭하면 비밀번호를 변경하거나 복구하기위한 추가 지시 사항이있는 페이지로 이동합니다.,중립
1992,당신이 그것이 어디에 있는지 또는 피드백 및/또는 질문이 있으면 우리에게 알려 주시면 큰 감사를드립니다.,중립
1993,논의하고 싶은 의견이나 질문이 있으시면 (713) 853-3399로 저에게 전화하여 (713) 345-4079 또는 Bob Shults (713) 853-0397로 전화하십시오.,중립
1994,궁금한 점이 있거나 프레젠테이션에 대해 자세히 설명하고 싶다면 언제든지 전화를 걸거나 이메일을 보내 주시기 바랍니다.,중립
1995,질문이나 의견이 있으시면 주저하지 말고 전화하십시오.,중립
1996,궁금한 점이 있으면 저에게 전화하면 토론 할 수 있습니다.,중립
1997,휴가 중에 Enron의 구인 제안에 대해 궁금한 점이 있으면 전화주세요.,중립
1998,"질문, 의견 또는 제안이 있으시면이 이메일에 답장하여 언제든지 나와 연락을 취하십시오. 새 사이트를 볼 기회가 없다면 $ 링크로 이동하십시오.",중립
1999,궁금한 점이 있으시면 주저하지 말고 연락하십시오.,중립
2000,"궁금한 점이 있으면 하루 24 시간, 하루 24 시간, 1 주일에 7 일 이메일을 보내거나 주중 오전 8시-자정 및 주말 오전 9시 ~ 오후 7시 ~ 오후 7시 동부 표준 시간에 1-800-U2Datek.",중립
2001,비자 처리 및 갱신에 대해 궁금한 점이 있으면 RClcrewtravel의 비자 도구를 참조하십시오.,중립
2002,이 메시지를 오류로받은 경우 이메일로 이메일로 즉시 발신자에게 알리고 메시지의 모든 사본을 삭제하십시오.,중립
2003,계정을 취소하려면 : $ link로 이동하십시오.,중립
2004,공동 프로젝트를 추구하는 데 관심이 있으시면 주저하지 말고 알려주십시오.,중립
2005,베타 테스트를 도와 주려면 Exchange 지원 방문 $ 링크 연락처 정보를 추가하면 도움을 주셔서 감사합니다.,중립
2006,정책을 검토하거나 추가 업데이트를하려면 이메일 주소와 비밀번호를 사용하여 언제든지 정책에 로그인하십시오.,중립
2007,공지 이메일 받기를 중지하려면 아래를 클릭하십시오.,중립
2008,내일 (일요일)에 문을 열면 전화하겠습니다.,중립
2009,"아직 새로운 회사 시장에 있다면, 우리는 당신이 우리 가족과 함께하기를 바랍니다.",중립
2010,당신이 여전히 태닝되고 여전히 점심을 먹으러 올라가면 나는 게임입니다.,중립
2011,"어떤 대출 유형이나 프로그램이 자신에게 적합한 지, 다음 단계가 무엇인지 확실하지 않은 경우 지금 전화를 걸어 클릭하십시오.",중립
2012,"귀하, Dean Powers 또는 직원이 편지의 아이디어 나 Enron Board에 추가 가능한 추가에 대한 우리의 생각을 논의하고 싶다면 저에게 주저하지 말고 저에게 연락하거나 제 동료 Bill Patterson에게 연락하십시오.",중립
2013,Appjoy가 열린 직후에 충돌하는 경우 iPhone/iPod Touch 또는 iPad를 다시 시작한 다음 Appjoy를 다시 열어야합니다.,중립
2014,이메일 이이 웹 버전을 지원하지 않으면 subscribe@enerfax.com을 작성하여 무료 텍스트 버전을 구독하십시오.,중립
2015,Spotify Premium을 발견 할 시간이 더 많으려면 버튼을 클릭하여 장치에서 30 일을 더 즐기십시오.,중립
2016,"관심이 없다면 여기를 클릭하십시오. 아니요, 신용 보고서 이해에 대한 이메일을 받고 싶지 않습니다.",중립
2017,금요일이 너희들에게 더 낫습니까?,중립
2018,우리가 간단한 전화를 걸어 논의 할 가치가있을 수 있습니다.,중립
2019,휴스턴에 오면 만나서 반가워요.,중립
2020,정규 금요일 저녁 이메일 채팅 시간입니다!,중립
2021,"Janet, 메시지가 전달되고 향후 혼란이없는 많은 증인이 이용할 수 있도록하는 것이 귀하의 개인적인 관심사 일 수 있습니다.",중립
2022,이 이름을 유지하면 그와 함께 일정을 잡을 사람을 계속 게시하겠습니다.,중립
2023,"LARENCE, 아래의 인터뷰 일정에 유의하십시오.",중립
2024,"마지막으로, 웹 사이트를 실행하는 경우 제공자 API를 확인하여 웹 사이트를 BoxCar와 통합하는 방법을 확인하십시오!",중립
2025,지금 시작하고 바쁜 일정에 템포를 추가하십시오!,중립
2026,자세히 알아보기 Fotolink는 Facebook에서 모든 사진을 관리하는 데 도움이됩니다.,중립
2027,다음 웹 세미나에서 자세히 알아보십시오 : 6 월 20 일 목요일 기업 소셜 데이터 소스에서 통찰력을 추출하십시오.,중립
2028,오늘날 230은 우리 세 사람 모두에게 유용합니다 : 옵션 문제.,중립
2029,"루,이 여자에 대해 궁금한 점이 있으면 전화주세요.",중립
2030,피자 헛 스페셜을 놓치지 마십시오. 'Mailto : pizzahut@pizzahutoffers.com을 추가하십시오.,중립
2031,1 월에 CES를 보낸 모든 송장의 사본을받을 수 있습니다.,중립
2032,2001 년 10 월 8 일 월요일에 친애하는 켄 : 11 월 한 달 동안 회의를 요청하기 위해 글을 쓰고 있습니다.,중립
2033,채팅하고 싶은 친구가 필요합니다 !!!,중립
2034,Bidweek Index Survey 스프레드 시트에 Carey Metz를 추가하십시오.,중립
2035,Safe Sender 목록에 Cottonelle@enews-cottonelle.com을 추가하여 이메일을 받도록하십시오.,중립
2036,이 이메일에 Tricia Spence를 추가하십시오.,중립
2037,H-7에 포함 된 정지 날짜는 9 월 20 일 CPUC 회의에서 명령이 고려되기 전에 변경 될 수 있으며 아마도 변경 될 것입니다.,중립
2038,내일의 활동에 오후 2시에 참석하지 않겠다는 정보를 알려주세요.,중립
2039,댓글이 있으면 전화주세요. 오늘 밤에 보내고 싶습니다.,중립
2040,helpme@moshimonsters.com을 통해 24/7 직접 저희에게 연락하십시오.,중립
2041,결의안에 대해 논의 해야하는 경우 저희에게 연락하십시오.,중립
2042,귀하가 가질 수있는 기능 제안 사항은 저희에게 연락하십시오.,중립
2043,이 자료에 대해 더 자세히 논의하려면 주저하지 말고 도움을주기 위해 할 수있는 다른 일이 있으면 주저하지 마십시오.,중립
2044,이 주소에서 응답 할 수 없으므로 다른 이유로이 이메일에 응답하지 마십시오.,중립
2045,이 메시지를 보내는 데 사용 된 주소는 메일을받지 않으므로 고객 서비스 문제에 대한이 메시지에 응답하지 마십시오.,중립
2046,회의를 위해 들어 오면 주저하지 말고 다시 만나서 반갑습니다.,중립
2047,더 자세히 논의하고 싶다면 주저하지 말고 전화주세요.,중립
2048,주저하지 말고 컨퍼런스 콜 번호를 Mike 또는 조정/공동 응답에 관심이있는 다른 사람들에게 제공하십시오.,중립
2049,궁금한 점이 있으시면 (713) 853-6544로 전화주세요.,중립
2050,목요일이나 금요일에 PC와 모니터를 자유롭게 설치하십시오.,중립
2051,직접 액세스 신용 문제를 해결하고 직접 액세스 크레딧을 결정하기위한 아래 SCE의 제안을 아래에서 찾으십시오.,중립
2052,승인과 함께 20을 충족하는지 알려주세요.,중립
2053,빠른 전화를 걸 수있는 10-15 분이 있거나 피드백과 함께이 이메일에 답장하는 경우 알려주십시오.,중립
2054,당신에게 가장 적합한 시간을 알려 주시고 시간에 대단히 감사합니다.,중립
2055,설치 한 응용 프로그램은 정식 버전입니다.,중립
2056,규제 규정 준수와 고객 및 비즈니스 보호를 위해 서버에서 보내는 이메일을 모니터링하고 읽을 수 있습니다.,중립
2057,"인쇄, 검토, 서명, 가능하면 공증을 받으십시오 (불가능한 경우 알려주세요.)",중립
2058,오늘 iPhone 5C를 선주문하고 무료 배송을 받으십시오.*,중립
2059,Karen은 내 메일을 모두 읽으므로 너무 개인적인 것을 보내지 마십시오.,중립
2060,"Rick, 지금까지 캘리포니아에서 좋은 결과 - 뉴 잉글랜드 ICAP 문제에 대한 계획의 상태는 무엇입니까?",중립
2061,우리에게 이메일을 보내 주시면 우리는 당신의 사랑하는 사람에게 전화를 걸어서 기꺼이 작은 새가 우리에게 그렇게 말한 것을 알려주게되어 기쁩니다!,중립
2062,지금 쇼핑하고 $ 35 이상 구매할 때 무료 표준 지상 배송을 받으십시오!,중립
2063,2013 년 12 월 8 일 일요일까지 쿠폰 코드 Zzwrath를 사용하여 $ 50 이상의 온라인 구매*를 $ 50 이상 구매할 수있는 가족을위한 아늑한 슬리퍼 컬렉션을 쇼핑하십시오.,중립
2064,가장 큰 판매 중 최신 스타일을 쇼핑하고 11 월 11 일 월요일까지 동일하거나 적은 가치의 두 번째 품목에서 1/2를 절약하십시오.*,중립
2065,가장 큰 판매 기간 동안 최신 스타일을 쇼핑하고 9 월 25 일 수요일까지 두 번째 아이템을 동일하거나 적은 가치의 1/2로 절약하십시오.,중립
2066,궁금한 점이 있거나 추가 정보가 필요한 경우 전화 (415)244-6094 또는 이메일 jinrides@gmail.com을 통해 저에게 연락하십시오.,중립
2067,궁금한 점이 있으시면 (713) 853-5707로 저에게 연락하십시오.,중립
2068,아래 링크를 사용하여 건강 계획을 비교하십시오.,중립
2069,당신이 전진하는 모든 것을 얻으므로 배포 목록에서 나를 제거 할 수 있습니다.,중립
2070,So I can get an update on that when we talk tomorrow.,중립
2071,일부 이메일은 웹 메일을 읽을 수 없습니다. Enerfaxgold-subscribe@egroups.com을 작성하여 동일한 이메일을 텍스트 형식으로 구독하십시오.,중립
2072,"최대 $ 3,000의 한도로 마스터 카드를 승인 한 후 6 월에 더 똑똑하게 보내십시오.",중립
2073,그룹에 가입하는 것에 대해 Susan과 대화하십시오.,중립
2074,화요일 경기는 7시 30 분이지만 초기 경기를 보는 것이 좋을 것이라고 생각했습니다.,중립
2075,휴스턴의 미국 야구에 대한 집이되기위한 입찰 마감일은 9 월 말이므로 가능한 경우 9 월 25 일까지 편의시켜주고 싶습니다.,중립
2076,첨부 된 스프레드 시트의 요금은 프로젝트가 완전히 구독 한 후에 만 전체 비용 복구를 제공 할 것입니다.,중립
2077,그들은 곧이 페이지를 제거 할 예정이므로 영원히 가져 가기 전에 지금 여기에서 가져 오십시오!,중립
2078,그런 항목에 대해 생각하고 토론하십시오.,중립
2079,"목요일, 평소 시간?",중립
2080,ACT를 위해 핸드 헬드 연락처를 계속 사용하려면!14 일의 시험 후에 $ 링크를 방문하여 구독하십시오.,중립
2081,지금 참여하려면 여기 $ 링크를 클릭하십시오,중립
2082,개인 정보를 보호하려면 여기를 클릭하여 이메일 주소를 확인하십시오. 여기를 클릭하여 활성화하고 로그인하십시오!,중립
2083,비밀번호를 재설정하려면 아래 URL을 방문하십시오.,중립
2084,귀하의 정보를 어떻게 처리하는지 보려면 개인 정보 보호 정책을 검토하십시오.,중립
2085,이 이메일을 보려면 HTML 버전을보십시오.,중립
2086,회원 페이지를 방문하고 설문 조사를 완료하여 보상을 받으려면 언제든지 아래 링크를 사용하십시오.,중립
2087,"Twanda, 내 달력을 확인하고 내가 사용할 수 있다면 예를 예약 하시겠습니까?",중립
2088,Twitter 1.1 버전 업데이트 .2) Tumblr 오류 수정. 마술 시간에 재미있는 사진을 찍을 수 있습니다. 친구와 별도로 SNS를 다양한 사진으로 공유하십시오.항상. 감사합니다.,중립
2089,1.55 달러에 프리미엄으로 업그레이드하고 오늘 새로운 로맨스를 시작하십시오.,중립
2090,당신의 아빠는 ph n 트렁크를 떠났어,중립
2091,LocalMind를 사용하여 지상에있는 사람들과 연결하고 가고 싶은 곳이 어디에서나 실제로 일어나는 일을 찾으십시오.,중립
2092,이 링크를 사용하여 오늘 MOS 코칭 클럽에 가입하십시오.,중립
2093,무료 목록과 자막을 사용하여 할로윈 쇼핑객에게 도착하십시오.,중립
2094,오늘 히피족 데이트를 방문하고 깃발의 날 거래를 활용하십시오.,중립
2095,우리는 재무 제표에 $ 8M CDN을 완료 거래에 기록하지 않았습니다.,중립
2096,우리는 데이터가 가능한 한 좋기를 원합니다.,중립
2097,우리는 앱에 대한 Zillion 개선을 만들었으며 귀하와 공유 할 정말 흥미로운 새로운 기능과 이점이 있으므로 아래 링크를 클릭하여 계속 연락하는 것이 좋습니다.,중립
